row_id	chapter	period_range	genre_or_form	track_no	after_1900	composer	composer_zh	composer_western	composer_ipa	composer_wiki	work	recommended_recording	performers	search_keywords	strict_search_query	medium_search_query	fallback_search_query	playable_type	apple_search_keywords	difficulty	role
classical_atlas_165	09 Film, Game, and Screen Media	film c. 1930s-present; games c. 1980s-present	game score	165	yes	Yoko Shimomura		Yoko Shimomura	/ˈjoʊkoʊ ˌʃiːmoʊˈmʊərə/	https://en.wikipedia.org/wiki/Yoko_Shimomura	Kingdom Hearts: Dearly Beloved	Kingdom Hearts Orchestra	Yoko Shimomura	Yoko Shimomura Dearly Beloved Kingdom Hearts Orchestra	Yoko Shimomura Kingdom Hearts: Dearly Beloved Yoko Shimomura	Yoko Shimomura Kingdom Hearts: Dearly Beloved	Yoko Shimomura Kingdom Hearts Orchestra	audio_track	Yoko Shimomura Dearly Beloved Kingdom Hearts Orchestra	basic	Representative listening example for 09 Film, Game, and Screen Media.
classical_atlas_166	09 Film, Game, and Screen Media	film c. 1930s-present; games c. 1980s-present	game score	166	yes	Austin Wintory		Austin Wintory	/ˈɔːstɪn ˈwɪntəri/	https://en.wikipedia.org/wiki/Austin_Wintory	Journey: Nascence	Journey Original Soundtrack	Austin Wintory	Austin Wintory Journey Nascence	Austin Wintory Journey: Nascence Austin Wintory	Austin Wintory Journey: Nascence	Austin Wintory Journey Original Soundtrack	audio_track	Austin Wintory Journey Nascence	advanced	Representative listening example for 09 Film, Game, and Screen Media.
classical_atlas_167	10 Contemporary Classical and Cross-Genre Composition	c. 1990-present	opera	167	yes	Kaija Saariaho		Kaija Saariaho	/ˈkaɪjə ˈsɑːriɑːhoʊ/	https://en.wikipedia.org/wiki/Kaija_Saariaho	L'Amour de loin: Premier acte (Traversée)	Kaija Saariaho: L'Amour de loin	Kent Nagano, Deutsches Symphonie-Orchester Berlin	Saariaho L'Amour de loin Premier acte Traversee Kent Nagano	Kaija Saariaho L'Amour de loin: Premier acte (Traversée) Kent Nagano, Deutsches Symphonie-Orchester Berlin	Kaija Saariaho L'Amour de loin: Premier acte (Traversée)	Kaija Saariaho Kaija Saariaho: L'Amour de loin	audio_track	Saariaho L'Amour de loin Premier acte Traversee Kent Nagano	advanced	Representative listening example for 10 Contemporary Classical and Cross-Genre Composition.
classical_atlas_168	10 Contemporary Classical and Cross-Genre Composition	c. 1990-present	orchestral work	168	yes	Thomas Adès		Thomas Adès	/ˈtɒməs əˈdɛs/	https://en.wikipedia.org/wiki/Thomas_Ad%C3%A8s	Asyla: III. Ecstasio	Adès: Asyla	Simon Rattle, City of Birmingham Symphony Orchestra	Thomas Ades Asyla Ecstasio Simon Rattle	Thomas Adès Asyla: III. Ecstasio Simon Rattle, City of Birmingham Symphony Orchestra	Thomas Adès Asyla: III. Ecstasio	Thomas Adès Adès: Asyla	audio_track	Thomas Ades Asyla Ecstasio Simon Rattle	advanced	Representative listening example for 10 Contemporary Classical and Cross-Genre Composition.
classical_atlas_169	10 Contemporary Classical and Cross-Genre Composition	c. 1990-present	orchestral work	169	yes	Jennifer Higdon		Jennifer Higdon	/ˈdʒɛnɪfər ˈhɪɡdən/	https://en.wikipedia.org/wiki/Jennifer_Higdon	blue cathedral	Higdon: blue cathedral	Robert Spano, Atlanta Symphony Orchestra	Jennifer Higdon blue cathedral Robert Spano	Jennifer Higdon blue cathedral Robert Spano, Atlanta Symphony Orchestra	Jennifer Higdon blue cathedral	Jennifer Higdon Higdon: blue cathedral	audio_track	Jennifer Higdon blue cathedral Robert Spano	basic	Representative listening example for 10 Contemporary Classical and Cross-Genre Composition.
classical_atlas_170	10 Contemporary Classical and Cross-Genre Composition	c. 1990-present	chamber music	170	yes	Missy Mazzoli		Missy Mazzoli	/ˈmɪsi məˈzoʊli/	https://en.wikipedia.org/wiki/Missy_Mazzoli	Sinfonia for Orbiting Spheres	Mazzoli: Vespers for a New Dark Age	Victoire	Missy Mazzoli Sinfonia for Orbiting Spheres Victoire	Missy Mazzoli Sinfonia for Orbiting Spheres Victoire	Missy Mazzoli Sinfonia for Orbiting Spheres	Missy Mazzoli Mazzoli: Vespers for a New Dark Age	audio_track	Missy Mazzoli Sinfonia for Orbiting Spheres Victoire	basic	Representative listening example for 10 Contemporary Classical and Cross-Genre Composition.
classical_atlas_171	10 Contemporary Classical and Cross-Genre Composition	c. 1990-present	string orchestra	171	yes	Jessie Montgomery		Jessie Montgomery	/ˈdʒɛsi mɒntˈɡʌməri/	https://en.wikipedia.org/wiki/Jessie_Montgomery	Starburst	Strum: Music for Strings	Jessie Montgomery, Catalyst Quartet	Jessie Montgomery Starburst Catalyst Quartet	Jessie Montgomery Starburst Jessie Montgomery, Catalyst Quartet	Jessie Montgomery Starburst	Jessie Montgomery Strum: Music for Strings	audio_track	Jessie Montgomery Starburst Catalyst Quartet	basic	Representative listening example for 10 Contemporary Classical and Cross-Genre Composition.
classical_atlas_172	10 Contemporary Classical and Cross-Genre Composition	c. 1990-present	vocal work	172	yes	Caroline Shaw		Caroline Shaw	/ˈkærəlaɪn ʃɔː/	https://en.wikipedia.org/wiki/Caroline_Shaw	Partita for 8 Voices: Passacaglia	Roomful of Teeth	Roomful of Teeth	Caroline Shaw Partita Passacaglia Roomful of Teeth	Caroline Shaw Partita for 8 Voices: Passacaglia Roomful of Teeth	Caroline Shaw Partita for 8 Voices: Passacaglia	Caroline Shaw Roomful of Teeth	audio_track	Caroline Shaw Partita Passacaglia Roomful of Teeth	basic	Representative listening example for 10 Contemporary Classical and Cross-Genre Composition.
classical_atlas_173	10 Contemporary Classical and Cross-Genre Composition	c. 1990-present	string orchestra	173	yes	Anna Clyne		Anna Clyne	/ˈænə klaɪn/	https://en.wikipedia.org/wiki/Anna_Clyne	Within Her Arms	Clyne: Mythologies	Esa-Pekka Salonen, Philharmonia Orchestra	Anna Clyne Within Her Arms Salonen Philharmonia	Anna Clyne Within Her Arms Esa-Pekka Salonen, Philharmonia Orchestra	Anna Clyne Within Her Arms	Anna Clyne Clyne: Mythologies	audio_track	Anna Clyne Within Her Arms Salonen Philharmonia	basic	Representative listening example for 10 Contemporary Classical and Cross-Genre Composition.
classical_atlas_174	10 Contemporary Classical and Cross-Genre Composition	c. 1990-present	concerto	174	yes	Unsuk Chin		Unsuk Chin	/ˈʊn sʊk tʃɪn/	https://en.wikipedia.org/wiki/Unsuk_Chin	Violin Concerto: I.	Chin: Violin Concerto	Viviane Hagner, Kent Nagano	Unsuk Chin Violin Concerto Viviane Hagner Nagano	Unsuk Chin Violin Concerto: I. Viviane Hagner, Kent Nagano	Unsuk Chin Violin Concerto: I.	Unsuk Chin Chin: Violin Concerto	audio_track	Unsuk Chin Violin Concerto Viviane Hagner Nagano	advanced	Representative listening example for 10 Contemporary Classical and Cross-Genre Composition.
classical_atlas_175	10 Contemporary Classical and Cross-Genre Composition	c. 1990-present	orchestral work	175	yes	Gabriela Ortiz		Gabriela Ortiz	/ˌɡæbriˈɛlə ɔːrˈtiːz/	https://en.wikipedia.org/wiki/Gabriela_Ortiz	Kauyumari	Ortiz: Altar de cuerda	Gustavo Dudamel, Los Angeles Philharmonic	Gabriela Ortiz Kauyumari Dudamel LA Philharmonic	Gabriela Ortiz Kauyumari Gustavo Dudamel, Los Angeles Philharmonic	Gabriela Ortiz Kauyumari	Gabriela Ortiz Ortiz: Altar de cuerda	audio_track	Gabriela Ortiz Kauyumari Dudamel LA Philharmonic	basic	Representative listening example for 10 Contemporary Classical and Cross-Genre Composition.
classical_atlas_176	10 Contemporary Classical and Cross-Genre Composition	c. 1990-present	orchestral work	176	yes	Dani Howard		Dani Howard	/ˈdæni ˈhaʊərd/	https://en.wikipedia.org/wiki/Dani_Howard	Argentum	Howard: Argentum	Royal Liverpool Philharmonic Orchestra	Dani Howard Argentum Royal Liverpool Philharmonic	Dani Howard Argentum Royal Liverpool Philharmonic Orchestra	Dani Howard Argentum	Dani Howard Howard: Argentum	audio_track	Dani Howard Argentum Royal Liverpool Philharmonic	basic	Representative listening example for 10 Contemporary Classical and Cross-Genre Composition.
classical_atlas_177	10 Contemporary Classical and Cross-Genre Composition	c. 1990-present	concerto	177	yes	Max Richter		Max Richter	/mæks ˈrɪktər/	https://en.wikipedia.org/wiki/Max_Richter	Recomposed: Vivaldi, Spring 1	Recomposed by Max Richter	Max Richter, Daniel Hope	Max Richter Recomposed Vivaldi Spring 1 Daniel Hope	Max Richter Recomposed: Vivaldi, Spring 1 Max Richter, Daniel Hope	Max Richter Recomposed: Vivaldi, Spring 1	Max Richter Recomposed by Max Richter	audio_track	Max Richter Recomposed Vivaldi Spring 1 Daniel Hope	basic	Representative listening example for 10 Contemporary Classical and Cross-Genre Composition.
classical_atlas_178	10 Contemporary Classical and Cross-Genre Composition	c. 1990-present	string orchestra/sound experiment	178	yes	Jonny Greenwood		Jonny Greenwood	/ˈdʒɒni ˈɡriːnwʊd/	https://en.wikipedia.org/wiki/Jonny_Greenwood	Popcorn Superhet Receiver	Popcorn Superhet Receiver	AUKSO Orchestra, Marek Moś	Jonny Greenwood Popcorn Superhet Receiver Aukso	Jonny Greenwood Popcorn Superhet Receiver AUKSO Orchestra, Marek Moś	Jonny Greenwood Popcorn Superhet Receiver	Jonny Greenwood Popcorn Superhet Receiver	audio_track	Jonny Greenwood Popcorn Superhet Receiver Aukso	advanced	Representative listening example for 10 Contemporary Classical and Cross-Genre Composition.
classical_atlas_179	10 Contemporary Classical and Cross-Genre Composition	c. 1990-present	electronic music	179	yes	Mason Bates		Mason Bates	/ˈmeɪsən beɪts/	https://en.wikipedia.org/wiki/Mason_Bates	Mothership	Mason Bates: Works	Leonard Slatkin, London Symphony Orchestra	Mason Bates Mothership Slatkin London Symphony	Mason Bates Mothership Leonard Slatkin, London Symphony Orchestra	Mason Bates Mothership	Mason Bates Mason Bates: Works	audio_track	Mason Bates Mothership Slatkin London Symphony	basic	Representative listening example for 10 Contemporary Classical and Cross-Genre Composition.
classical_atlas_180	10 Contemporary Classical and Cross-Genre Composition	c. 1990-present	orchestral work	180	yes	Tania León		Tania León	/ˈtɑːnjə leɪˈoʊn/	https://en.wikipedia.org/wiki/Tania_Le%C3%B3n	Stride	León: Stride	Susanna Mälkki, New York Philharmonic	Tania Leon Stride Susanna Malkki New York Philharmonic	Tania León Stride Susanna Mälkki, New York Philharmonic	Tania León Stride	Tania León León: Stride	audio_track	Tania Leon Stride Susanna Malkki New York Philharmonic	advanced	Representative listening example for 10 Contemporary Classical and Cross-Genre Composition.
